Video_ID,Upload_Date,Length_Minutes,Views,Ads_Revenue,Sponsorship_Revenue,Donations,Total_Revenue
1263,2019-06-21,6.0,2096,-24.04,15.65,20.45,12.06
1264,2021-06-16,3.9,2805,-0.72,-11.47,-2.31,-14.5
1265,2019-01-13,9.6,1997,17.3,-15.0,39.1,41.4
1266,2022-04-06,7.5,17739,-12.47,-7.8,-2.45,-22.71
1267,2023-07-24,8.9,3799,-25.0,-15.0,-5.0,-45.0
1268,2023-06-08,9.0,352,-25.0,-15.0,0.05,-39.95
1269,2019-11-17,6.6,1309,154.59,22.31,3.92,180.82
1270,2022-09-04,5.5,7668,-3.92,-15.0,-2.24,-21.16
1271,2023-06-25,12.7,10024,-25.0,-15.0,11.6,-28.4
1272,2019-11-25,9.0,9438,-25.0,-15.0,-3.47,-43.47
1273,2021-02-23,2.5,755,64.4,67.1,29.4,160.91
1274,2021-02-15,7.8,103,7.05,-15.0,182.54,174.59
1275,2021-06-29,5.0,11847,621.86,-15.0,8.75,615.6
1276,2023-04-23,9.2,11882,-25.0,-6.43,-5.0,-36.43
1277,2022-12-13,10.9,10791,-25.0,-14.77,2.9,-36.87
1278,2023-06-18,5.9,39,17.52,1.64,-0.66,18.51
1279,2022-01-23,10.2,7866,-25.0,61.76,13.15,49.92
1280,2023-05-24,11.5,310,3.54,83.36,1.42,88.31
1281,2019-11-14,8.8,6845,115.52,-15.0,-5.0,95.52
1282,2019-08-24,5.8,10554,11.09,-15.0,35.76,31.84
1283,2019-11-30,12.6,5397,-25.0,79.85,-5.0,49.85
1284,2020-01-11,12.6,1173,-2.33,13.65,11.75,23.07
1285,2023-01-22,7.9,8291,0.98,-15.0,24.14,10.12
1286,2022-03-06,8.1,3228,52.36,-15.0,-5.0,32.36
1287,2020-08-10,8.8,27502,-25.0,-15.0,-5.0,-45.0
1288,2023-04-20,6.8,2998,-25.0,-13.68,11.89,-26.8
1289,2020-05-27,7.4,731,-25.0,22.49,2.89,0.38
1290,2022-08-12,6.0,4152,-25.0,-0.16,-5.0,-30.16
1291,2022-09-05,11.6,2467,87.96,-15.0,-4.63,68.33
1292,2021-07-06,3.1,2446,-25.0,10.0,1.8,-13.19
1293,2023-05-15,6.5,8088,-25.0,-15.0,10.27,-29.73
1294,2022-10-04,11.0,7126,-25.0,120.89,94.31,190.2
1295,2023-12-08,8.1,11622,22.3,-15.0,5.0,12.3
1296,2021-05-22,4.7,1525,-1.8,-15.0,-5.0,-21.8
1297,2022-06-06,6.4,7629,-25.0,482.38,104.81,562.19
1298,2019-09-27,12.4,2683,193.15,-15.0,7.27,185.43
1299,2021-03-08,11.6,5137,54.69,65.91,-0.06,120.55
1300,2022-08-07,7.5,2336,17.92,-15.0,9.08,12.01
1301,2020-12-25,4.7,4601,36.66,12.44,7.11,56.21
1302,2022-04-03,10.8,116260,-1.93,26.15,-5.0,19.22
1303,2019-01-05,6.3,8282,-25.0,114.18,-5.0,84.18
1304,2021-04-30,14.4,1608,-0.72,18.34,-5.0,12.62
1305,2022-11-03,5.8,20553,-25.0,-15.0,47.64,7.64
1306,2019-03-19,9.4,3106,-25.0,-14.75,-5.0,-44.75
1307,2022-12-04,12.0,4057,96.11,2.42,-5.0,93.53
1308,2020-07-27,9.2,25477,-25.0,186.46,7.46,168.92
1309,2019-05-12,8.6,3384,54.19,4.15,15.41,73.75
1310,2020-08-23,4.1,1302,-13.42,-15.0,-5.0,-33.42
1311,2023-11-08,9.2,2535,2.36,-15.0,21.88,9.23
1312,2021-12-01,9.0,9572,15.66,92.22,17.21,125.09
1313,2019-03-30,8.0,7220,9.18,138.92,7.49,155.6
1314,2020-02-06,5.8,2812,40.9,46.84,-5.0,82.73
1315,2019-10-23,7.5,703,-25.0,29.83,-5.0,-0.17
1316,2022-08-11,10.0,3296,-1.78,-15.0,-5.0,-21.78
1317,2020-09-07,7.7,1728,-25.0,6.68,-4.99,-23.31
1318,2023-03-30,9.7,2164,140.77,33.23,21.22,195.23
1319,2021-03-10,8.8,453693,-25.0,-15.0,17.13,-22.87
1320,2023-09-11,6.6,2738,-25.0,-15.0,-5.0,-45.0
1321,2023-07-19,8.5,10991,-25.0,-15.0,5.16,-34.84
1322,2020-02-26,6.3,10491,-25.0,-15.0,-5.0,-45.0
1323,2021-11-12,5.8,40991,-1.14,8.86,0.93,8.65
1324,2020-07-28,10.0,51284,-10.6,-15.0,14.08,-11.52
1325,2019-05-23,9.0,7238,-25.0,13.39,3.95,-7.66
1326,2021-09-19,7.7,4082,-11.32,78.9,0.32,67.91
1327,2020-10-26,10.1,1718,-25.0,-15.0,3.49,-36.51
1328,2019-05-25,6.2,7070,112.79,92.24,3.56,208.59
1329,2022-06-02,5.9,6807,-25.0,-15.0,-5.0,-45.0
1330,2021-10-03,3.7,10512,-22.81,-15.0,28.63,-9.19
1331,2020-05-17,4.9,18990,42.03,19.13,20.35,81.51
1332,2021-03-31,7.5,1000000,-25.0,-1.21,6.53,-19.68
1333,2023-06-28,13.8,191,193.36,264.77,11.38,469.51
1334,2019-04-14,4.3,34769,33.66,42.59,-2.24,74.01
1335,2021-11-28,2.1,7046,-25.0,-15.0,-5.0,-45.0
1336,2019-07-17,7.2,896,227.51,36.62,5.84,269.97
1337,2023-07-28,8.3,1574,-25.0,136.02,36.48,147.49
1338,2020-08-01,5.3,8314,-25.0,18.87,70.65,64.51
1339,2020-01-26,11.4,31519,-25.0,14.34,15.81,5.15
1340,2022-04-17,5.5,2904,-25.0,21.67,16.38,13.05
1341,2020-07-07,7.2,2067,-20.38,-15.0,1.35,-34.03
1342,2023-01-11,8.2,1694,-25.0,750.0,-5.0,720.0
1343,2023-03-04,12.1,66772,-12.57,-15.0,49.17,21.6
1344,2021-11-04,10.5,7219,53.34,-15.0,-5.0,33.34
1345,2023-07-05,9.1,3805,-25.0,23.29,-5.0,-6.71
1346,2023-08-20,8.8,684,-6.42,25.39,-0.96,18.0
1347,2022-08-05,10.1,14606,19.21,-15.0,3.57,7.78
1348,2020-04-22,13.9,15713,-25.0,-15.0,-5.0,-45.0
1349,2022-06-08,2.8,11695,57.54,7.89,6.54,71.97
1350,2021-07-11,5.0,6856,-25.0,-15.0,250.0,210.0
1351,2020-02-24,5.1,20058,108.02,-15.0,6.4,99.41
1352,2019-06-06,13.4,506,24.94,-5.37,-5.0,14.57
1353,2020-07-03,3.2,960,-25.0,39.84,-1.82,13.02
1354,2023-01-04,3.9,2971,-25.0,59.02,7.2,41.22
1355,2022-01-25,7.8,10359,23.1,-15.0,4.03,12.13
1356,2021-10-17,11.9,19948,-25.0,71.2,-3.19,43.01
1357,2021-09-23,11.0,7962,-14.55,-15.0,29.58,0.03
1358,2022-12-05,7.2,11395,-25.0,61.69,12.37,49.06
1359,2021-08-08,5.9,6068,314.69,-4.37,0.64,310.96
1360,2019-10-16,8.9,4817,99.68,-6.19,-4.12,89.36
1361,2022-07-01,3.8,687,53.04,29.42,20.43,102.89
1362,2019-07-15,14.5,9262,-25.0,-15.0,-5.0,-45.0
1363,2020-08-20,9.1,735,63.74,55.62,-5.0,114.36
1364,2023-03-26,14.1,4899,-25.0,-12.52,-5.0,-42.52
1365,2020-05-31,7.0,11514,-25.0,26.73,-5.0,-3.27
1366,2023-07-17,7.2,10948,21.48,70.74,86.05,178.27
1367,2021-05-14,9.0,644,28.29,8.43,5.96,42.68
1368,2022-02-15,7.6,916,-19.09,135.89,-5.0,111.8
1369,2021-03-16,7.4,1879,242.67,-15.0,50.79,278.46
1370,2022-03-28,3.6,22139,-25.0,750.0,-5.0,720.0
1371,2021-03-25,7.6,6029,101.27,81.99,0.05,183.31
1372,2019-08-16,3.1,9304,160.11,-15.0,-5.0,140.11
1373,2019-08-04,5.6,86,462.09,-15.0,1.49,448.58
1374,2021-08-05,6.7,23904,-25.0,-15.0,1.9,-38.1
1375,2023-09-16,5.2,1643,-25.0,-15.0,-5.0,-45.0
1376,2019-01-15,7.5,6011,97.27,-15.0,15.3,97.58
1377,2022-03-26,7.3,4409,24.44,750.0,-5.0,769.44
1378,2023-07-30,15.9,39766,16.43,-15.0,7.27,8.7
1379,2022-07-08,10.6,19265,38.35,14.01,-0.3,52.06
1380,2022-03-26,8.6,23720,54.54,18.63,-5.0,68.17
1381,2019-02-16,4.2,1759,37.78,28.63,-5.0,61.41
1382,2019-11-20,5.5,2609,206.38,111.46,5.11,322.96
1383,2021-04-23,3.4,5989,-25.0,-15.0,-5.0,-45.0
1384,2023-09-05,9.4,22512,89.88,-15.0,-5.0,69.88
1385,2019-05-10,5.8,5825,-13.41,-15.0,21.23,-7.18
1386,2022-12-05,9.4,7348,91.09,13.97,3.79,108.85
1387,2019-04-05,9.9,1050,-25.0,-15.0,31.08,-8.92
1388,2020-09-18,6.7,485,-25.0,-15.0,-5.0,-45.0
1389,2021-01-24,6.4,7297,27.09,-15.0,0.73,12.82
1390,2022-08-08,7.8,2005,-21.86,19.0,-5.0,-7.86
1391,2021-03-04,5.5,4887,-25.0,117.51,11.09,103.6
1392,2022-07-30,4.9,10106,-25.0,73.14,13.55,61.69
1393,2019-03-10,3.0,0,60.39,62.27,-1.23,121.44
1394,2023-08-11,3.5,6568,32.54,-15.0,-5.0,12.54
1395,2019-01-11,8.1,5677,-25.0,-15.0,-4.54,-44.54
1396,2022-07-01,9.2,11785,-25.0,3.78,29.4,8.18
1397,2021-05-21,7.7,4410,-25.0,-15.0,-5.0,-45.0
1398,2020-07-03,5.5,2968,60.29,10.68,43.41,114.37
1399,2022-03-03,10.6,46896,8.4,11.25,-5.0,14.66
1400,2020-12-12,13.7,5557,-13.84,-15.0,10.2,-18.64
1401,2019-01-23,8.1,2053,-20.17,-15.0,200.16,164.99
1402,2021-03-25,7.2,1837,14.44,-15.0,-5.0,-5.56
1403,2019-12-12,9.0,2665,-25.0,-12.63,-5.0,-42.63
1404,2019-10-29,2.1,15235,-21.42,37.27,-5.0,10.85
1405,2019-12-29,10.1,19791,-25.0,64.17,12.85,52.02
1406,2020-01-31,5.1,4651,5.64,-15.0,0.06,-9.3
1407,2019-08-06,11.5,8570,-25.0,-10.97,-5.0,-40.97
1408,2019-05-21,3.8,12047,-25.0,-15.0,-5.0,-45.0
1409,2023-06-28,6.3,2150,39.21,-15.0,-5.0,19.21
1410,2021-08-15,3.5,13540,-25.0,486.28,-5.0,456.28
1411,2022-05-18,12.1,7122,15.73,63.34,-5.0,74.07
1412,2021-09-11,2.9,2698,-14.44,-15.0,3.67,-25.77
1413,2021-09-19,7.1,45139,7.4,22.21,-5.0,24.61
1414,2023-07-05,5.8,11790,-25.0,9.83,2.5,-12.66
1415,2023-06-28,7.2,15289,73.01,-15.0,-5.0,53.01
1416,2021-04-07,10.8,3139,-24.11,289.28,-5.0,260.17
1417,2020-11-13,9.0,6662,-25.0,-15.0,8.16,-31.84
1418,2023-01-23,7.4,2840,44.93,0.79,-1.28,44.44
1419,2021-09-30,2.9,2687,97.29,-1.31,67.07,163.05
1420,2019-12-22,13.1,334,-25.0,-7.71,-5.0,-37.71
1421,2021-10-04,8.5,13196,-25.0,55.41,5.97,36.38
1422,2022-09-09,9.1,3821,-25.0,-0.2,31.16,5.97
1423,2022-03-02,4.4,1880,32.26,-15.0,-5.0,12.26
1424,2021-06-06,11.6,9207,40.08,-15.0,-1.11,23.97
1425,2019-05-07,4.1,5085,-25.0,-3.63,19.25,-9.38
1426,2022-02-03,15.6,5377,190.55,26.44,20.59,237.57
1427,2021-10-05,9.6,5537,68.33,-15.0,10.4,63.73
1428,2020-08-26,11.9,1004,-25.0,74.47,-5.0,44.47
1429,2023-12-28,5.7,57771,-2.19,22.41,43.39,63.62
1430,2022-11-02,7.6,8613,-25.0,-15.0,-2.62,-42.62
1431,2021-10-10,3.5,61950,-25.0,11.0,-1.46,-15.46
1432,2019-02-20,10.1,9825,140.16,180.95,39.4,360.52
1433,2021-11-18,9.8,8837,105.95,189.14,-5.0,290.09
1434,2023-01-25,8.3,9440,-25.0,21.63,37.81,34.44
1435,2022-08-12,8.9,4530,3.48,329.56,2.66,335.7
1436,2022-08-13,6.0,176,39.6,-15.0,-2.86,21.74
1437,2023-10-16,4.5,23193,-25.0,158.01,14.81,147.83
1438,2021-02-17,12.6,2408,24.45,0.44,-5.0,19.89
1439,2022-12-01,8.3,8544,74.76,6.09,14.17,95.02
1440,2023-11-28,7.5,7025,-25.0,-15.0,-4.97,-44.97
1441,2021-03-24,8.8,2928,50.76,9.0,9.53,69.29
1442,2023-06-25,5.6,8279,-3.4,-15.0,-5.0,-23.4
1443,2022-11-29,14.3,59804,-25.0,750.0,-5.0,720.0
1444,2022-10-01,11.7,5049,-25.0,-15.0,3.68,-36.32
1445,2023-07-04,5.8,15073,88.74,-15.0,0.21,73.94
1446,2020-02-24,9.0,457764,-25.0,35.08,250.0,260.08
1447,2022-04-20,4.7,8014,-3.54,0.99,-5.0,-7.55
1448,2021-09-09,7.5,30155,14.78,-15.0,0.94,0.71
1449,2021-04-04,2.3,1853,20.57,154.19,22.89,197.65
1450,2021-10-21,13.3,6331,84.05,-15.0,-5.0,64.05
1451,2020-07-20,11.2,314,-25.0,-2.52,38.48,10.96
1452,2020-01-06,6.0,15041,-25.0,-15.0,-5.0,-45.0
1453,2021-07-24,7.1,31114,-25.0,15.74,12.15,2.89
1454,2020-10-22,8.0,28811,56.23,16.97,8.35,81.55
1455,2022-12-25,11.3,3379,22.49,-5.12,7.46,24.83
1456,2021-08-26,8.7,9645,7.93,85.81,-5.0,88.74
1457,2022-08-25,6.0,7193,29.27,-15.0,14.65,28.92
1458,2022-03-06,8.5,812,-24.24,-15.0,-0.56,-39.81
1459,2019-07-21,12.5,1165,26.88,-15.0,-5.0,6.88
1460,2022-12-30,9.6,174,-25.0,-15.0,34.98,-5.02
1461,2019-11-09,8.9,5069,107.8,21.0,-5.0,123.8
1462,2019-04-27,13.0,2406,125.94,111.22,11.29,248.45
1463,2023-08-17,6.5,5242,13.66,-12.34,-5.0,-3.68
1464,2021-07-25,9.0,322,-6.89,-15.0,-5.0,-26.89
1465,2020-07-28,5.4,8115,-6.4,-15.0,45.64,24.25
1466,2019-09-01,5.8,740,40.02,-15.0,3.5,28.52
1467,2020-06-20,11.8,2451,31.03,-15.0,-5.0,11.03
1468,2023-06-14,3.8,3749,131.71,18.27,250.0,399.98
1469,2019-03-16,1.0,2088,84.13,686.29,-5.0,765.42
1470,2020-01-21,11.8,3543,-25.0,0.41,-5.0,-29.59
1471,2022-05-18,1.9,5674,31.86,750.0,-5.0,776.86
1472,2020-04-19,11.9,9689,-13.25,4.63,0.16,-8.46
1473,2020-02-22,9.1,3048,-9.68,-15.0,25.7,1.01
1474,2019-12-13,6.7,2111,99.31,750.0,-5.0,844.31
1475,2023-04-02,8.5,5813,190.32,12.01,-4.42,197.91
1476,2020-10-01,5.7,3332,-25.0,13.55,25.99,14.54
1477,2021-07-27,4.7,41248,-10.84,37.44,-4.94,21.67
1478,2021-08-12,10.6,23543,-25.0,31.96,-5.0,1.96
1479,2021-05-25,6.3,3832,-25.0,8.58,90.4,73.98
1480,2021-02-01,14.2,13758,-25.0,106.27,43.85,125.12
1481,2022-04-17,7.9,3070,30.04,750.0,-5.0,775.04
1482,2022-04-20,8.3,7246,38.25,-5.08,29.0,62.17
1483,2020-10-25,5.7,6438,51.01,-15.0,-5.0,31.01
1484,2019-01-25,9.1,4019,76.21,18.68,40.6,135.49
1485,2022-04-18,8.5,2160,468.6,6.28,-5.0,469.88
1486,2020-12-10,6.3,5553,-25.0,19.31,250.0,244.31
1487,2023-03-05,9.0,2698,-11.07,16.69,-3.22,2.4
1488,2022-03-30,7.4,718,3.19,32.71,-5.0,30.89
1489,2019-06-26,7.3,6926,-25.0,5.46,88.38,68.83
1490,2019-10-12,11.5,2100,-25.0,-15.0,1.43,-38.57
1491,2019-03-04,4.2,6661,59.99,-15.0,-5.0,39.99
1492,2021-09-29,11.0,11048,-25.0,-15.0,-5.0,-45.0
1493,2020-10-23,4.1,3147,18.8,-15.0,7.83,11.62
1494,2020-10-27,7.6,12148,-11.53,11.86,20.08,20.41
1495,2019-06-05,9.0,3211,-25.0,6.51,26.77,8.28
1496,2023-02-01,7.3,11120,-1.16,5.74,-1.29,3.28
1497,2021-12-08,10.4,5103,43.63,60.23,-5.0,98.86
1498,2021-08-24,9.5,19332,20.83,-3.52,18.35,35.66
1499,2021-04-28,5.0,2424,-25.0,24.4,5.19,4.58
1500,2022-01-12,7.3,15019,62.29,-15.0,-5.0,42.29
1501,2022-10-16,8.6,32734,139.65,42.07,6.81,188.53
1502,2020-11-19,11.4,4733,19.79,24.22,11.56,55.57
1503,2019-05-28,10.9,1299,-12.49,-15.0,25.19,-2.3
1504,2023-07-12,8.0,21874,22.71,-15.0,-5.0,2.71
1505,2019-12-08,13.0,1458,218.81,154.87,0.29,373.96
1506,2020-04-20,3.0,17960,-23.07,-15.0,-5.0,-43.07
1507,2021-12-22,5.7,334968,13.87,-7.28,85.33,91.92
1508,2023-09-21,7.5,7536,10.25,-15.0,-5.0,-9.75
1509,2022-10-15,9.0,9481,-6.82,224.33,-5.0,212.52
1510,2020-07-14,9.8,3038,96.53,11.76,-3.51,104.78
1511,2019-11-23,4.3,8568,22.21,-15.0,5.56,12.77
1512,2023-11-28,7.6,22085,28.25,-15.0,-5.0,8.25
1513,2023-10-26,9.5,2151,72.67,3.31,-0.85,75.13
1514,2022-03-10,5.0,355973,8.61,56.24,-5.0,59.85
1515,2021-09-16,7.7,1328,-25.0,-15.0,8.22,-31.78
1516,2019-08-03,10.1,62954,-21.76,750.0,15.18,743.42
1517,2020-03-10,13.6,904,-3.88,-11.85,45.09,29.36
1518,2021-08-09,6.3,1715,-15.64,-15.0,4.8,-25.83
1519,2020-12-23,9.0,2512,29.07,-15.0,-5.0,9.07
1520,2022-09-03,9.2,1593,382.59,-15.0,-5.0,362.59
1521,2019-02-01,5.0,10318,-25.0,15.87,-5.0,-14.13
1522,2020-10-31,10.6,373,18.53,-15.0,98.28,101.81
1523,2019-10-12,7.8,10386,302.18,60.74,-5.0,357.92
1524,2022-08-21,9.4,5542,2.18,-15.0,-5.0,-17.82
1525,2020-03-04,7.1,6694,19.64,-15.0,-5.0,-0.36
1526,2023-02-09,7.3,86843,-25.0,342.17,-3.63,313.54
1527,2019-10-13,6.7,7032,127.9,15.69,-5.0,138.6
1528,2022-03-13,5.3,12047,-25.0,4.09,1.55,-19.36
1529,2022-12-18,2.0,5071,-25.0,-10.44,-0.01,-35.45
1530,2021-11-08,8.2,19118,-25.0,-15.0,-5.0,-45.0
1531,2019-01-18,6.3,22471,-8.2,-15.0,-5.0,-28.2
1532,2021-02-07,5.5,223,68.15,-15.0,4.09,57.24
1533,2020-08-12,9.7,6412,-14.99,69.66,66.24,120.9
1534,2022-10-26,8.4,24560,-25.0,44.04,-2.95,16.08
1535,2022-04-13,4.6,2905,-18.27,-15.0,0.51,-32.76
1536,2021-10-06,7.9,16740,46.36,750.0,4.46,800.83
1537,2019-07-13,6.7,3137,257.99,26.8,5.0,289.8
1538,2020-05-16,9.0,1835,-2.63,9.28,-0.22,6.43
1539,2021-09-14,11.5,8888,42.38,5.03,2.89,50.3
1540,2022-02-10,5.6,3854,85.39,12.6,31.98,129.97
1541,2019-04-24,6.9,19276,-23.09,16.31,-5.0,-11.78
1542,2022-05-30,9.5,6234,-25.0,9.07,12.67,-3.26
1543,2023-08-29,6.3,35678,-12.01,-15.0,57.54,30.53
1544,2021-08-04,8.5,251248,-25.0,-15.0,-5.0,-45.0
1545,2021-04-10,6.8,444,-1.61,-15.0,30.76,14.15
1546,2023-07-26,10.8,8512,173.29,-15.0,-1.86,156.43
1547,2022-07-11,9.4,16874,-25.0,132.36,79.4,186.76
1548,2021-07-13,6.8,6863,-25.0,750.0,250.0,975.0
1549,2019-02-24,7.5,2752,-25.0,210.12,-5.0,180.12
1550,2023-07-25,4.2,4966,-25.0,20.0,21.9,16.9
1551,2021-03-10,7.6,7173,40.75,750.0,30.63,821.38
1552,2021-02-16,5.3,4299,17.55,11.03,4.9,33.48
1553,2023-01-21,8.7,9432,83.24,-15.0,2.58,70.82
1554,2019-06-11,9.4,1395,25.56,28.52,3.7,57.78
1555,2022-11-04,7.9,6174,-25.0,-15.0,2.05,-37.95
1556,2019-03-28,9.0,9302,-25.0,2.4,-5.0,-27.6
1557,2019-02-24,8.8,2655,68.95,-15.0,-1.4,52.55
1558,2023-02-08,10.5,26304,195.38,51.21,31.16,277.75
1559,2023-12-29,1.2,2723,-25.0,-15.0,-5.0,-45.0
1560,2022-04-16,10.2,4233,37.01,-3.41,-1.97,31.62
1561,2022-11-15,12.7,354,564.17,-15.0,25.81,574.98
1562,2022-10-04,9.7,2053,18.08,55.39,-5.0,68.47
1563,2021-10-28,4.9,7252,1250.0,-15.0,7.02,1242.02
1564,2021-04-12,11.2,15543,105.88,12.37,16.62,134.87
1565,2019-11-09,7.1,4084,60.88,-3.15,-0.48,57.25
1566,2021-01-28,7.2,188,38.06,-15.0,34.63,57.69
1567,2020-03-18,9.4,4118,219.18,0.92,3.08,223.17
1568,2023-11-26,8.8,4141,88.48,-15.0,1.89,75.37
1569,2019-11-24,10.8,8348,18.25,20.73,2.73,41.71
1570,2021-12-13,3.5,2495,70.1,-15.0,-5.0,50.1
1571,2021-01-30,7.0,25883,13.32,4.7,3.15,21.17
1572,2022-06-16,4.6,1350,-6.61,21.91,-5.0,10.3
1573,2022-06-06,1.4,1068,8.02,-15.0,-5.0,-11.98
1574,2020-08-01,6.0,3327,641.83,5.81,-5.0,642.65
1575,2021-12-10,9.0,8364,110.72,-15.0,25.81,121.53
1576,2023-06-21,11.7,233,-25.0,-15.0,218.58,178.58
1577,2023-06-16,12.5,11380,-25.0,-15.0,6.75,-33.25
1578,2021-10-03,7.9,119,-25.0,115.92,57.96,148.89
1579,2022-07-11,6.2,6318,-25.0,-9.5,123.36,88.86
1580,2022-12-12,8.9,1141,171.49,6.16,-2.65,175.0
1581,2019-04-06,12.3,5418,13.85,51.71,50.64,116.21
1582,2022-01-16,8.3,44708,-25.0,56.36,106.51,137.87
1583,2022-01-06,12.1,6295,46.31,-15.0,-5.0,26.31
1584,2022-08-04,10.7,4907,29.8,149.73,24.28,203.81
1585,2022-02-17,10.2,3716,-25.0,254.06,-5.0,224.06
1586,2021-03-24,8.4,9225,16.81,64.27,-5.0,76.08
1587,2020-05-05,16.3,4699,-25.0,-3.76,-5.0,-33.76
1588,2020-03-27,9.9,1890,49.16,1.28,-5.0,45.44
1589,2023-03-04,8.8,2692,-16.45,120.46,0.2,104.21
1590,2019-06-14,10.8,4114,6.89,-15.0,51.29,43.18
1591,2019-07-01,3.2,1663,66.63,-13.46,-0.91,52.26
1592,2020-04-13,6.8,3891,-25.0,41.5,-5.0,11.5
1593,2021-06-28,6.1,1302,-25.0,11.48,204.32,190.81
1594,2021-01-04,5.8,6592,71.7,-15.0,6.55,63.26
1595,2021-04-02,9.5,110998,89.8,-15.0,-5.0,69.8
1596,2021-08-01,14.4,4579,685.72,13.21,-1.97,696.96
1597,2019-01-07,6.3,14176,265.14,-1.29,11.74,275.59
1598,2019-11-26,6.7,70467,32.84,-10.18,-5.0,17.65
1599,2021-02-13,7.1,7649,-25.0,-15.0,-5.0,-45.0
1600,2023-08-24,8.4,173,64.28,-15.0,-5.0,44.28
1601,2019-05-31,5.9,17060,26.67,-11.72,11.14,26.09
1602,2022-01-13,5.1,3172,-25.0,37.18,32.59,44.76
1603,2019-05-27,8.9,104,48.2,-2.38,107.62,153.45
1604,2023-07-06,4.2,2347,-25.0,25.42,-5.0,-4.58
1605,2022-11-05,6.0,1004,-25.0,58.1,30.78,63.87
1606,2021-07-03,12.8,2719,72.15,22.95,29.75,124.85
1607,2023-04-21,7.0,4080,14.35,-15.0,-5.0,-5.65
1608,2022-08-01,4.5,8464,-25.0,-15.0,2.68,-37.32
1609,2020-11-30,11.1,6059,53.7,750.0,7.1,810.79
1610,2019-03-23,7.7,11021,-25.0,25.52,-5.0,-4.48
1611,2020-05-28,5.9,11120,3.09,5.91,11.22,20.22
1612,2021-03-25,8.1,1950,15.82,-15.0,3.57,4.39
1613,2020-12-09,1.7,21991,24.9,19.96,11.59,56.45
1614,2023-03-27,9.1,3450,249.48,-5.78,-1.66,242.04
1615,2021-01-15,5.2,4949,-25.0,56.21,13.65,44.86
1616,2021-10-19,9.8,7679,2.6,-13.57,-5.0,-15.96
1617,2022-11-10,16.2,72730,-25.0,13.96,-5.0,-16.04
1618,2020-12-07,15.2,2446,5.28,-15.0,-5.0,-14.72
1619,2020-04-15,11.0,24720,45.38,-15.0,-2.8,27.58
1620,2022-02-16,13.4,1988,72.08,18.67,9.18,99.92
1621,2020-01-31,9.1,4806,18.33,-15.0,34.03,37.36
1622,2023-04-05,5.8,2510,-25.0,41.61,-5.0,11.61
1623,2019-09-18,3.9,6067,502.6,-15.0,153.4,641.0
1624,2021-03-15,7.5,17936,7.98,-15.0,30.9,23.88
1625,2021-07-22,3.0,69172,4.42,76.45,23.65,104.52
1626,2022-07-03,4.2,23086,-16.96,-1.88,-5.0,-23.85
1627,2023-10-24,10.8,6597,29.47,157.61,-5.0,182.07
1628,2021-06-23,7.6,3553,54.3,14.51,-5.0,63.81
1629,2022-06-03,5.6,74123,1250.0,13.62,9.77,1273.4
1630,2021-12-12,8.1,225319,9.44,40.09,-5.0,44.53
1631,2021-07-28,5.0,4291,-25.0,-15.0,22.4,-17.6
1632,2023-03-04,11.3,62547,1250.0,-15.0,11.45,1246.45
1633,2023-03-10,6.4,17744,17.42,-0.97,45.99,62.44
1634,2021-05-03,6.6,541,-8.45,15.48,17.13,24.15
1635,2022-10-19,7.9,2357,-4.3,190.09,-5.0,180.79
1636,2022-07-27,6.9,4769,-21.74,16.46,-3.12,-8.41
1637,2020-08-15,12.5,206396,-6.61,-15.0,2.73,-18.88
1638,2020-12-14,13.0,12484,-25.0,-0.33,10.02,-15.31
1639,2022-03-27,8.3,91763,-1.3,11.98,4.86,15.53
1640,2020-09-23,13.7,35046,-25.0,-15.0,64.76,24.76
1641,2019-02-28,9.7,214,-25.0,-15.0,-5.0,-45.0
1642,2023-10-17,8.1,1862,-11.41,127.92,59.71,176.22
1643,2019-05-08,11.1,3697,-16.49,-15.0,5.93,-25.55
1644,2021-01-05,8.5,5463,-25.0,-4.0,-5.0,-34.0
1645,2020-12-21,8.3,17941,10.65,750.0,11.99,772.65
1646,2022-02-12,7.7,14304,19.12,131.3,0.85,151.27
1647,2022-05-17,6.1,4897,-25.0,-15.0,-5.0,-45.0
1648,2020-06-09,6.0,22725,21.55,-15.0,-5.0,1.55
1649,2020-06-04,3.2,426,72.63,1.53,-5.0,69.16
1650,2020-07-05,3.5,5431,19.23,24.57,-5.0,38.79
1651,2019-08-25,5.5,2196,-22.49,14.45,-5.0,-13.04
1652,2022-07-28,2.2,6451,1250.0,16.48,-5.0,1261.48
1653,2022-10-14,6.7,16648,34.27,376.65,11.12,422.04
1654,2022-05-09,4.8,2078,56.49,-15.0,60.41,101.9
1655,2023-11-17,9.2,7564,88.58,-15.0,0.96,74.55
1656,2022-07-25,9.8,3421,18.47,13.24,-5.0,26.71
1657,2022-06-12,5.8,72214,-25.0,-15.0,3.79,-36.21
1658,2020-05-08,12.7,287,-24.25,24.79,-5.0,-4.46
1659,2019-01-04,6.4,27403,-25.0,107.86,-5.0,77.86
1660,2020-10-27,10.6,231,1250.0,-15.0,29.37,1264.37
1661,2020-03-17,6.2,1425,5.3,10.6,-5.0,10.9
1662,2019-01-29,9.5,673,330.68,-15.0,47.77,363.45
1663,2022-02-06,8.4,3788,124.77,20.79,162.95,308.51
1664,2020-09-01,6.7,22397,28.07,-15.0,2.5,15.57
