Video_ID,Upload_Date,Length_Minutes,Views,Ads_Revenue,Sponsorship_Revenue,Donations,Total_Revenue,Expenses,Net_Profit
1446,2020-02-24,9.0,457764,128.3,65.08,290.91,484.28,62.97,421.31
1447,2022-04-20,4.7,8014,46.66,32.77,72.26,151.68,10.0,141.68
1448,2021-09-09,7.5,30155,64.78,47.15,10.88,122.8,203.48,-80.67
1449,2021-04-04,2.3,1853,70.57,184.19,30.8,285.56,33.26,252.31
1450,2021-10-21,13.3,6331,134.05,726.18,15.78,876.01,40.37,835.64
1451,2020-07-20,11.2,314,107.91,28.54,45.01,181.46,43.29,138.18
1452,2020-01-06,6.0,15041,137.84,63.29,41.17,242.3,77.52,164.78
1453,2021-07-24,7.1,31114,72.13,45.74,21.06,138.92,10.0,128.92
1454,2020-10-22,8.0,28811,106.23,46.97,17.55,170.75,72.19,98.57
1455,2022-12-25,11.3,3379,72.49,35.75,16.76,125.0,106.0,19.0
1456,2021-08-26,8.7,9645,57.93,115.81,26.46,200.2,85.82,114.38
1457,2022-08-25,6.0,7193,79.27,133.56,23.37,236.2,46.99,189.21
1458,2022-03-06,8.5,812,73.91,67.39,10.13,151.43,65.36,86.07
1459,2019-07-21,12.5,1165,76.88,674.61,37.63,789.12,137.6,651.52
1460,2022-12-30,9.6,174,128.44,58.97,41.8,229.21,80.0,149.21
1461,2019-11-09,8.9,5069,157.8,51.0,27.93,236.73,120.61,116.11
1462,2019-04-27,13.0,2406,175.94,141.22,20.23,337.38,47.09,290.3
1463,2023-08-17,6.5,5242,63.66,45.31,26.51,135.48,10.0,125.48
1464,2021-07-25,9.0,322,64.61,65.97,20.83,151.41,44.43,106.99
1465,2020-07-28,5.4,8115,50.13,167.27,51.54,268.93,35.34,233.6
1466,2019-09-01,5.8,740,90.02,78.59,13.13,181.74,111.79,69.95
1467,2020-06-20,11.8,2451,81.03,74.61,14.48,170.12,169.92,0.2
1468,2023-06-14,3.8,3749,181.71,48.27,300.0,529.98,299.6,230.39
1469,2019-03-16,1.0,2088,134.13,716.29,43.59,894.01,82.79,811.22
1470,2020-01-21,11.8,3543,103.7,30.41,21.33,155.44,135.72,19.72
1471,2022-05-18,1.9,5674,81.86,900.0,66.95,1048.81,329.65,719.15
1472,2020-04-19,11.9,9689,58.9,34.63,10.43,103.96,97.05,6.91
1473,2020-02-22,9.1,3048,53.21,138.97,33.36,225.55,26.39,199.16
1474,2019-12-13,6.7,2111,149.31,900.0,16.24,1065.55,105.32,960.23
1475,2023-04-02,8.5,5813,240.32,42.01,14.89,297.22,10.0,287.22
1476,2020-10-01,5.7,3332,89.83,43.55,33.66,167.04,10.0,157.04
1477,2021-07-27,4.7,41248,57.42,67.44,15.14,140.0,60.23,79.76
1478,2021-08-12,10.6,23543,87.01,61.96,27.79,176.76,10.0,166.76
1479,2021-05-25,6.3,3832,176.68,38.58,92.17,307.43,10.0,297.43
1480,2021-02-01,14.2,13758,172.62,136.27,49.82,358.71,10.0,348.71
1481,2022-04-17,7.9,3070,80.04,900.0,21.81,1001.85,10.0,991.85
1482,2022-04-20,8.3,7246,88.25,31.16,36.38,155.79,10.0,145.79
1483,2020-10-25,5.7,6438,101.01,91.37,30.44,222.81,10.0,212.81
1484,2019-01-25,9.1,4019,126.21,48.68,46.81,221.7,153.54,68.16
1485,2022-04-18,8.5,2160,518.6,36.28,35.39,590.27,68.9,521.37
1486,2020-12-10,6.3,5553,72.96,49.31,300.0,422.27,122.01,300.26
1487,2023-03-05,9.0,2698,56.0,46.69,13.13,115.82,154.14,-38.32
1488,2022-03-30,7.4,718,54.68,62.71,14.29,131.68,39.64,92.04
1489,2019-06-26,7.3,6926,154.14,35.46,90.27,279.87,138.63,141.24
1490,2019-10-12,11.5,2100,183.5,900.0,11.31,1094.81,29.43,1065.38
1491,2019-03-04,4.2,6661,109.99,299.99,19.54,429.52,10.0,419.52
1492,2021-09-29,11.0,11048,108.62,63.79,33.19,205.6,37.59,168.01
1493,2020-10-23,4.1,3147,68.8,47.17,17.09,133.06,29.63,103.44
1494,2020-10-27,7.6,12148,50.43,41.86,28.32,120.61,10.0,110.61
1495,2019-06-05,9.0,3211,251.78,36.51,34.34,322.64,140.46,182.18
1496,2023-02-01,7.3,11120,53.46,35.74,10.42,99.62,32.37,67.25
1497,2021-12-08,10.4,5103,93.63,90.23,25.53,209.39,15.46,193.93
1498,2021-08-24,9.5,19332,70.83,31.92,26.66,129.41,600.0,-470.59
1499,2021-04-28,5.0,2424,81.12,54.4,14.75,150.27,50.7,99.57
1500,2022-01-12,7.3,15019,112.29,167.08,14.29,293.66,10.0,283.66
1501,2022-10-16,8.6,32734,189.65,72.07,16.19,277.91,10.0,267.91
1502,2020-11-19,11.4,4733,69.79,54.22,20.52,144.52,75.45,69.07
1503,2019-05-28,10.9,1299,62.34,59.22,32.92,154.48,47.49,106.99
1504,2023-07-12,8.0,21874,72.71,70.68,20.91,164.29,74.53,89.77
1505,2019-12-08,13.0,1458,268.81,184.87,10.25,463.92,10.0,453.92
1506,2020-04-20,3.0,17960,80.64,62.3,18.47,161.41,55.8,105.61
1507,2021-12-22,5.7,334968,63.87,34.24,87.59,185.71,41.33,144.38
1508,2023-09-21,7.5,7536,60.25,46.39,16.6,123.24,12.18,111.05
1509,2022-10-15,9.0,9481,59.17,254.33,129.99,443.49,80.95,362.54
1510,2020-07-14,9.8,3038,146.53,41.76,12.43,200.73,74.0,126.73
1511,2019-11-23,4.3,8568,72.21,53.73,15.05,140.99,174.83,-33.84
1512,2023-11-28,7.6,22085,78.25,76.3,73.72,228.26,23.28,204.98
1513,2023-10-26,9.5,2151,122.67,33.31,10.7,166.68,100.79,65.89
1514,2022-03-10,5.0,355973,58.61,86.24,23.87,168.72,100.74,67.98
1515,2021-09-16,7.7,1328,1198.33,66.76,17.5,1282.59,600.0,682.59
1516,2019-08-03,10.1,62954,69.27,900.0,23.81,993.08,42.45,950.63
1517,2020-03-10,13.6,904,52.9,38.32,50.91,142.13,10.0,132.13
1518,2021-08-09,6.3,1715,70.6,53.17,14.41,138.19,397.58,-259.39
1519,2020-12-23,9.0,2512,79.07,58.85,300.0,437.92,33.1,404.82
1520,2022-09-03,9.2,1593,432.59,731.64,22.81,1187.04,137.41,1049.63
1521,2019-02-01,5.0,10318,406.03,45.87,109.45,561.35,600.0,-38.65
1522,2020-10-31,10.6,373,68.53,390.15,99.39,558.08,80.38,477.69
1523,2019-10-12,7.8,10386,352.18,90.74,17.55,460.47,266.76,193.71
1524,2022-08-21,9.4,5542,52.27,56.93,24.79,133.99,10.0,123.99
1525,2020-03-04,7.1,6694,69.64,51.73,22.44,143.82,84.43,59.39
1526,2023-02-09,7.3,86843,67.87,372.17,14.42,454.46,298.79,155.67
1527,2019-10-13,6.7,7032,177.9,45.69,39.64,263.24,85.62,177.62
1528,2022-03-13,5.3,12047,94.1,34.09,11.41,139.6,10.0,129.6
1529,2022-12-18,2.0,5071,743.32,40.85,9.96,794.13,43.48,750.65
1530,2021-11-08,8.2,19118,108.99,83.61,16.75,209.35,27.09,182.26
1531,2019-01-18,6.3,22471,57.85,249.58,252.51,559.94,86.58,473.36
1532,2021-02-07,5.5,223,118.15,45.06,13.67,176.88,47.78,129.09
1533,2020-08-12,9.7,6412,73.97,99.66,70.18,243.81,19.78,224.03
1534,2022-10-26,8.4,24560,133.88,74.04,12.85,220.77,69.12,151.64
1535,2022-04-13,4.6,2905,69.06,321.85,10.43,401.34,10.0,391.34
1536,2021-10-06,7.9,16740,96.36,900.0,14.12,1010.48,39.12,971.36
1537,2019-07-13,6.7,3137,307.99,56.8,14.57,379.37,34.3,345.07
1538,2020-05-16,9.0,1835,51.58,39.28,9.77,100.64,135.52,-34.89
1539,2021-09-14,11.5,8888,92.38,35.03,12.69,140.1,41.5,98.6
1540,2022-02-10,5.6,3854,135.39,42.6,39.11,217.1,81.82,135.27
1541,2019-04-24,6.9,19276,71.47,46.31,126.76,244.54,73.78,170.75
1542,2022-05-30,9.5,6234,272.26,39.07,21.48,332.8,32.58,300.22
1543,2023-08-29,6.3,35678,55.84,60.84,62.35,179.03,600.0,-420.97
1544,2021-08-04,8.5,251248,86.17,70.52,95.04,251.73,86.03,165.7
1545,2021-04-10,6.8,444,48.39,76.1,37.99,162.49,121.51,40.98
1546,2023-07-26,10.8,8512,223.29,171.17,10.51,404.96,10.0,394.96
1547,2022-07-11,9.4,16874,108.23,162.36,82.13,352.72,10.0,342.72
1548,2021-07-13,6.8,6863,165.39,900.0,300.0,1365.39,217.32,1148.07
1549,2019-02-24,7.5,2752,303.33,240.12,300.0,843.45,83.27,760.18
1550,2023-07-25,4.2,4966,176.24,50.0,29.91,256.16,42.04,214.11
1551,2021-03-10,7.6,7173,90.75,900.0,37.86,1028.62,145.65,882.97
1552,2021-02-16,5.3,4299,67.55,41.03,14.46,123.04,88.96,34.08
1553,2023-01-21,8.7,9432,133.24,59.15,12.4,204.79,600.0,-395.21
1554,2019-06-11,9.4,1395,75.56,58.52,13.35,147.43,79.72,67.71
1555,2022-11-04,7.9,6174,105.18,91.17,11.85,208.2,16.32,191.88
1556,2019-03-28,9.0,9302,88.29,32.4,94.12,214.8,10.0,204.8
1557,2019-02-24,8.8,2655,118.95,900.0,11.11,1030.07,10.0,1020.07
1558,2023-02-08,10.5,26304,245.38,81.21,38.27,364.86,10.0,354.86
1559,2023-12-29,1.2,2723,77.08,416.04,15.78,508.9,154.04,354.86
1560,2022-04-16,10.2,4233,87.01,30.88,11.14,129.03,95.18,33.85
1561,2022-11-15,12.7,354,614.17,85.25,33.46,732.88,254.01,478.86
1562,2022-10-04,9.7,2053,68.08,85.39,21.58,175.06,54.34,120.72
1563,2021-10-28,4.9,7252,1500.0,44.71,16.33,1561.05,600.0,961.05
1564,2021-04-12,11.2,15543,155.88,42.37,25.18,223.43,17.51,205.92
1565,2019-11-09,7.1,4084,110.88,27.54,10.93,149.35,378.99,-229.64
1566,2021-01-28,7.2,188,88.06,116.99,41.45,246.5,10.0,236.5
1567,2020-03-18,9.4,4118,269.18,30.92,12.85,312.95,600.0,-287.05
1568,2023-11-26,8.8,4141,138.48,96.55,11.71,246.74,492.22,-245.49
1569,2019-11-24,10.8,8348,68.25,50.73,12.47,131.45,10.0,121.45
1570,2021-12-13,3.5,2495,120.1,57.35,282.1,459.55,10.0,449.55
1571,2021-01-30,7.0,25883,63.32,34.7,12.89,110.91,10.0,100.91
1572,2022-06-16,4.6,1350,54.62,51.91,27.03,133.56,231.84,-98.29
1573,2022-06-06,1.4,1068,58.02,81.21,17.63,156.85,36.02,120.84
1574,2020-08-01,6.0,3327,691.83,35.81,53.9,781.55,49.31,732.24
1575,2021-12-10,9.0,8364,160.72,170.75,33.51,364.98,156.21,208.77
1576,2023-06-21,11.7,233,1266.08,137.9,208.69,1612.67,10.0,1602.67
1577,2023-06-16,12.5,11380,161.34,900.0,16.21,1077.55,116.86,960.69
1578,2021-10-03,7.9,119,766.51,145.92,62.72,975.15,133.58,841.57
1579,2022-07-11,6.2,6318,213.98,42.56,122.18,378.72,41.96,336.76
1580,2022-12-12,8.9,1141,221.49,36.16,13.39,271.04,104.29,166.75
1581,2019-04-06,12.3,5418,63.85,81.71,56.05,201.61,36.49,165.12
1582,2022-01-16,8.3,44708,86.58,86.36,106.85,279.79,149.24,130.56
1583,2022-01-06,12.1,6295,96.31,113.25,19.55,229.11,92.44,136.67
1584,2022-08-04,10.7,4907,79.8,179.73,32.1,291.63,253.97,37.65
1585,2022-02-17,10.2,3716,105.32,284.06,21.34,410.72,51.25,359.47
1586,2021-03-24,8.4,9225,66.81,94.27,19.07,180.15,39.29,140.87
1587,2020-05-05,16.3,4699,139.29,33.04,73.97,246.29,54.84,191.45
1588,2020-03-27,9.9,1890,99.16,35.19,37.03,171.38,10.0,161.38
1589,2023-03-04,8.8,2692,61.46,150.46,10.16,222.09,55.9,166.18
1590,2019-06-14,10.8,4114,56.89,900.0,56.61,1013.5,38.99,974.51
1591,2019-07-01,3.2,1663,116.63,43.78,9.61,170.02,46.76,123.26
1592,2020-04-13,6.8,3891,81.69,71.5,17.75,170.93,72.4,98.54
1593,2021-06-28,6.1,1302,312.79,41.48,195.79,550.07,600.0,-49.93
1594,2021-01-04,5.8,6592,121.7,68.02,15.98,205.71,49.64,156.06
1595,2021-04-02,9.5,110998,139.8,646.86,12.98,799.63,10.0,789.63
1596,2021-08-01,14.4,4579,735.72,43.21,11.0,789.93,600.0,189.93
1597,2019-01-07,6.3,14176,315.14,33.53,20.72,369.39,180.83,188.55
1598,2019-11-26,6.7,70467,82.84,41.59,19.34,143.77,62.39,81.38
1599,2021-02-13,7.1,7649,97.26,166.36,27.92,291.53,38.79,252.75
1600,2023-08-24,8.4,173,114.28,60.85,17.2,192.33,10.0,182.33
1601,2019-05-31,5.9,17060,76.67,49.07,20.13,145.86,10.0,135.86
1602,2022-01-13,5.1,3172,102.12,67.18,39.7,209.0,42.92,166.08
1603,2019-05-27,8.9,104,98.2,36.61,107.8,242.61,26.53,216.09
1604,2023-07-06,4.2,2347,277.16,55.42,78.48,411.07,10.0,401.07
1605,2022-11-05,6.0,1004,79.95,88.1,37.99,206.03,87.53,118.51
1606,2021-07-03,12.8,2719,122.15,52.95,37.03,212.13,34.2,177.93
1607,2023-04-21,7.0,4080,64.35,94.27,23.7,182.32,600.0,-417.68
1608,2022-08-01,4.5,8464,1500.0,452.97,12.56,1965.53,10.0,1955.53
1609,2020-11-30,11.1,6059,103.7,855.74,16.46,975.9,61.44,914.47
1610,2019-03-23,7.7,11021,527.87,55.52,23.22,606.61,10.0,596.61
1611,2020-05-28,5.9,11120,53.09,35.91,20.27,109.27,85.04,24.23
1612,2021-03-25,8.1,1950,65.82,55.49,13.21,134.51,95.8,38.72
1613,2020-12-09,1.7,21991,74.9,49.96,20.51,145.37,10.0,135.37
1614,2023-03-27,9.1,3450,299.48,37.49,10.05,347.03,10.0,337.03
1615,2021-01-15,5.2,4949,254.51,86.21,22.39,363.1,77.41,285.69
1616,2021-10-19,9.8,7679,52.6,42.45,22.18,117.23,31.58,85.65
1617,2022-11-10,16.2,72730,173.23,43.96,17.54,234.73,29.95,204.78
1618,2020-12-07,15.2,2446,55.28,165.64,56.83,277.75,10.0,267.75
1619,2020-04-15,11.0,24720,95.38,52.12,12.45,159.95,59.74,100.21
1620,2022-02-16,13.4,1988,122.08,48.67,18.36,189.11,52.94,136.16
1621,2020-01-31,9.1,4806,68.33,119.79,40.96,229.07,10.0,219.07
1622,2023-04-05,5.8,2510,115.8,71.61,79.69,267.1,105.33,161.77
1623,2019-09-18,3.9,6067,552.6,129.0,149.49,831.08,10.0,821.08
1624,2021-03-15,7.5,17936,57.98,58.17,38.15,154.3,99.24,55.06
1625,2021-07-22,3.0,69172,54.42,106.45,31.56,192.43,27.96,164.47
1626,2022-07-03,4.2,23086,66.02,32.62,18.99,117.63,43.28,74.35
1627,2023-10-24,10.8,6597,79.47,187.61,27.29,294.36,19.74,274.62
1628,2021-06-23,7.6,3553,104.3,44.51,38.56,187.37,50.25,137.11
1629,2022-06-03,5.6,74123,1500.0,43.62,18.92,1562.54,10.0,1552.54
1630,2021-12-12,8.1,225319,59.44,70.09,18.11,147.64,107.51,40.13
1631,2021-07-28,5.0,4291,125.83,89.29,30.39,245.52,39.74,205.78
1632,2023-03-04,11.3,62547,1500.0,63.5,20.42,1583.92,600.0,983.92
1633,2023-03-10,6.4,17744,67.42,33.07,51.87,152.35,123.0,29.35
1634,2021-05-03,6.6,541,65.4,45.48,25.59,136.47,54.2,82.27
1635,2022-10-19,7.9,2357,48.65,220.09,35.98,304.72,91.67,213.05
1636,2022-07-27,6.9,4769,70.41,46.46,13.8,130.67,33.76,96.92
1637,2020-08-15,12.5,206396,47.4,98.75,12.51,158.66,10.0,148.66
1638,2020-12-14,13.0,12484,505.77,29.67,19.18,554.62,73.13,481.49
1639,2022-03-27,8.3,91763,48.7,41.98,14.42,105.1,17.42,87.68
1640,2020-09-23,13.7,35046,222.96,359.77,68.95,651.68,10.0,641.68
1641,2019-02-28,9.7,214,229.01,57.93,17.39,304.33,10.0,294.33
1642,2023-10-17,8.1,1862,63.43,157.92,64.3,285.65,63.76,221.89
1643,2019-05-08,11.1,3697,73.75,53.18,15.37,142.29,52.41,89.88
1644,2021-01-05,8.5,5463,102.54,34.24,30.37,167.15,14.39,152.76
1645,2020-12-21,8.3,17941,60.65,900.0,20.98,981.63,10.0,971.63
1646,2022-02-12,7.7,14304,69.12,161.3,10.77,241.18,37.67,203.51
1647,2022-05-17,6.1,4897,85.77,186.94,47.56,320.27,23.7,296.57
1648,2020-06-09,6.0,22725,71.55,72.03,23.19,166.77,107.77,59.0
1649,2020-06-04,3.2,426,122.63,31.53,14.83,168.99,102.2,66.79
1650,2020-07-05,3.5,5431,69.23,54.57,35.43,159.22,10.0,149.22
1651,2019-08-25,5.5,2196,70.94,44.45,300.0,415.39,97.37,318.02
1652,2022-07-28,2.2,6451,1500.0,46.48,150.41,1696.9,10.0,1686.9
1653,2022-10-14,6.7,16648,84.27,406.65,20.09,511.01,10.0,501.01
1654,2022-05-09,4.8,2078,106.49,121.14,64.93,292.56,82.18,210.39
1655,2023-11-17,9.2,7564,138.58,52.67,10.86,202.12,10.0,192.12
1656,2022-07-25,9.8,3421,68.47,43.24,14.63,126.34,77.35,49.0
1657,2022-06-12,5.8,72214,131.13,190.64,13.43,335.2,69.61,265.59
1658,2020-05-08,12.7,287,68.84,54.79,14.45,138.08,96.57,41.51
1659,2019-01-04,6.4,27403,93.07,137.86,38.32,269.25,28.31,240.94
1660,2020-10-27,10.6,231,1500.0,328.49,36.73,1865.23,28.51,1836.72
1661,2020-03-17,6.2,1425,55.3,40.6,21.19,117.09,10.0,107.09
1662,2019-01-29,9.5,673,380.68,240.16,53.48,674.31,14.25,660.06
1663,2022-02-06,8.4,3788,174.77,50.79,158.09,383.65,85.65,298.0
1664,2020-09-01,6.7,22397,78.07,73.98,12.33,164.38,10.0,154.38
1665,2023-10-17,11.5,8570,89.44,38.06,300.0,427.5,127.9,299.6
1666,2021-03-15,7.4,4331,58.59,32.25,32.87,123.71,19.49,104.22
1667,2019-03-16,7.5,1614,54.29,45.23,12.31,111.82,600.0,-488.18
1668,2021-04-17,10.4,9212,76.04,52.01,48.13,176.19,113.88,62.31
1669,2022-03-15,3.6,18485,102.71,251.29,12.97,366.97,26.72,340.25
1670,2019-05-08,10.3,271,106.98,49.35,45.48,201.82,76.37,125.45
1671,2019-02-11,9.9,10669,144.33,88.15,23.83,256.3,600.0,-343.7
1672,2022-10-11,6.7,692,140.54,130.12,9.51,280.17,75.11,205.05
1673,2019-02-10,7.5,746,178.38,205.51,13.45,397.34,10.0,387.34
1674,2021-07-22,4.6,408,86.41,42.16,10.98,139.55,414.01,-274.47
1675,2019-02-03,14.8,3630,99.87,161.12,87.29,348.28,34.57,313.7
1676,2021-11-06,4.3,1841,266.16,50.26,28.77,345.19,62.22,282.97
1677,2023-08-28,5.0,11076,530.26,128.13,20.62,679.01,56.18,622.84
1678,2022-03-22,13.9,5710,52.35,57.26,16.05,125.67,53.12,72.55
1679,2021-09-24,14.2,1341,46.54,47.11,61.69,155.34,67.39,87.95
1680,2022-11-02,5.0,7687,87.72,42.65,37.87,168.24,158.4,9.85
1681,2020-08-10,10.9,11005,73.83,30.8,20.53,125.16,10.0,115.16
1682,2023-06-11,10.0,762,72.13,97.05,15.34,184.52,312.28,-127.76
1683,2023-07-11,6.5,11688,75.37,266.64,21.6,363.61,66.73,296.88
1684,2019-12-08,6.9,2384,55.59,32.65,46.7,134.93,23.34,111.59
1685,2019-01-27,7.7,8506,505.89,41.54,62.51,609.95,10.0,599.95
1686,2022-08-03,12.1,3568,89.78,86.6,300.0,476.38,71.39,404.99
1687,2020-10-07,12.2,27039,63.64,86.75,12.76,163.16,76.07,87.09
1688,2020-12-31,6.0,4263,50.84,48.08,91.4,190.32,10.0,180.32
1689,2019-06-17,8.6,4413,100.4,99.3,21.03,220.73,10.0,210.73
1690,2020-09-01,6.7,37090,1500.0,95.26,39.24,1634.5,15.11,1619.39
1691,2019-09-25,1.0,17041,84.42,69.33,23.61,177.36,61.19,116.17
1692,2023-11-08,10.3,2581,1041.54,60.66,18.27,1120.47,96.51,1023.96
1693,2021-03-31,7.3,6353,60.19,55.51,13.48,129.18,89.64,39.54
1694,2020-03-30,5.4,1823,91.52,49.84,14.34,155.69,40.38,115.32
1695,2021-06-24,7.9,1299,51.82,35.12,14.31,101.25,10.0,91.25
1696,2023-09-05,5.3,7063,76.74,45.42,21.34,143.5,10.0,133.5
1697,2022-11-25,13.2,2398,223.65,60.27,39.17,323.09,54.19,268.9
1698,2021-07-10,11.4,1965,63.61,900.0,12.21,975.83,95.49,880.33
1699,2021-09-07,10.3,6704,143.5,50.98,300.0,494.48,107.95,386.53
1700,2023-02-08,5.7,617,87.61,95.67,46.76,230.04,514.76,-284.72
1701,2020-12-02,7.4,2591,345.82,76.92,37.61,460.36,10.0,450.36
1702,2020-09-25,4.8,5863,118.42,79.57,10.36,208.35,300.75,-92.4
1703,2023-05-01,7.9,6709,62.77,89.66,16.6,169.02,27.5,141.52
1704,2023-05-19,6.3,5906,63.27,43.12,18.16,124.55,10.0,114.55
1705,2019-05-10,8.0,14866,63.89,49.55,9.7,123.14,10.0,113.14
1706,2021-10-16,10.7,6958,66.59,204.55,19.03,290.17,10.0,280.17
1707,2022-10-18,8.7,2057,105.37,64.75,10.21,180.33,172.95,7.38
1708,2023-09-25,6.9,2151,114.9,115.62,154.08,384.6,27.77,356.83
1709,2021-03-29,5.3,3262,75.96,65.54,10.24,151.75,10.0,141.75
1710,2020-11-23,1.0,24356,62.0,109.71,13.16,184.87,83.53,101.35
1711,2022-08-08,11.4,9343,90.99,111.43,20.51,222.92,600.0,-377.08
1712,2022-10-26,9.2,2087,1500.0,44.61,32.95,1577.57,259.58,1317.98
1713,2021-03-04,12.5,1006,181.28,58.66,17.2,257.14,33.71,223.43
1714,2019-01-29,6.4,2688,56.98,256.66,16.88,330.52,35.39,295.13
1715,2019-05-29,1.0,4659,426.25,194.99,13.42,634.66,112.73,521.93
1716,2023-12-08,9.7,4857,105.52,31.06,57.26,193.85,208.9,-15.05
1717,2022-08-12,4.7,44435,54.14,79.32,13.18,146.64,109.93,36.71
1718,2019-01-11,12.5,5185,110.98,109.23,34.19,254.4,10.0,244.4
1719,2023-03-16,4.7,47754,99.44,134.63,17.71,251.78,10.0,241.78
1720,2020-11-06,7.7,7854,113.44,46.83,11.61,171.88,12.72,159.16
1721,2022-02-10,9.5,49817,54.69,39.2,16.1,109.99,244.54,-134.55
1722,2019-07-06,9.1,83438,85.37,35.09,67.98,188.44,10.0,178.44
1723,2021-03-17,7.8,254804,108.66,53.96,28.96,191.59,91.7,99.9
1724,2021-01-13,7.3,1959,312.61,192.16,10.47,515.24,42.31,472.94
1725,2022-06-04,11.3,4745,95.13,900.0,19.86,1014.99,44.43,970.56
1726,2022-08-26,7.2,8334,53.04,57.23,12.23,122.5,62.67,59.83
1727,2019-04-08,8.7,12203,62.02,64.27,19.25,145.54,31.25,114.29
1728,2019-02-24,12.2,9738,189.57,62.36,19.36,271.29,113.76,157.53
1729,2020-09-14,8.7,2746,188.17,506.27,13.29,707.73,10.0,697.73
1730,2020-10-25,4.1,26436,76.83,42.93,23.03,142.78,10.0,132.78
1731,2021-01-27,10.7,82152,52.5,97.44,19.04,168.98,31.66,137.32
1732,2020-02-10,7.6,37225,341.4,33.83,10.73,385.96,48.9,337.06
1733,2019-03-10,10.5,4837,70.57,30.29,60.22,161.08,15.77,145.31
1734,2022-08-28,6.0,941,66.49,53.25,15.27,135.0,49.57,85.44
1735,2022-08-05,6.6,1341,580.0,41.02,11.32,632.35,86.9,545.45
1736,2023-11-21,8.2,1579,140.7,73.33,42.39,256.43,96.87,159.56
1737,2023-04-21,6.3,6878,54.44,125.63,12.17,192.24,36.06,156.18
1738,2021-01-20,6.9,5350,98.0,148.76,11.04,257.8,10.0,247.8
1739,2022-03-17,12.3,15879,62.09,43.09,20.27,125.46,125.06,0.4
1740,2023-01-30,7.5,13367,126.53,282.33,32.55,441.41,10.0,431.41
1741,2023-10-29,2.8,105959,93.08,33.49,42.47,169.03,28.87,140.17
1742,2022-06-21,10.6,571,49.62,63.77,17.78,131.16,64.44,66.73
1743,2023-02-23,10.3,6216,222.36,64.48,16.22,303.05,25.57,277.49
1744,2021-08-15,12.3,37446,173.51,56.0,10.23,239.74,49.24,190.49
1745,2023-03-11,7.1,1536,180.27,49.66,15.96,245.88,187.73,58.15
1746,2019-12-31,6.0,4721,80.88,38.51,18.88,138.26,65.8,72.46
1747,2020-04-26,10.1,14135,83.38,210.29,42.63,336.3,115.51,220.79
1748,2019-07-20,8.4,6657,71.49,246.05,35.42,352.96,64.85,288.1
1749,2019-06-03,11.7,341,142.61,67.01,10.9,220.52,10.0,210.52
1750,2023-01-13,11.0,3670,126.42,102.87,50.83,280.12,10.0,270.12
1751,2023-03-05,8.7,3519,107.11,96.33,13.1,216.55,131.35,85.2
1752,2019-03-14,4.8,6576,227.83,37.93,13.61,279.36,45.96,233.41
1753,2020-12-13,10.4,6209,196.65,31.61,10.16,238.42,71.55,166.87
1754,2019-10-23,10.0,1084,93.23,68.45,17.18,178.86,10.0,168.86
1755,2021-11-06,10.1,1021,259.42,128.89,20.53,408.85,600.0,-191.15
1756,2023-07-23,5.3,18149,134.54,28.16,24.56,187.25,10.0,177.25
1757,2022-05-25,9.8,7064,71.7,93.1,12.89,177.69,36.21,141.48
1758,2019-03-02,2.3,11622,181.82,67.05,26.88,275.74,10.0,265.74
1759,2021-07-27,5.6,2832,100.9,152.32,21.06,274.28,600.0,-325.72
1760,2023-06-28,8.1,11330,496.07,101.1,17.11,614.27,98.65,515.62
1761,2019-02-11,9.5,4918,83.41,28.8,29.16,141.37,179.57,-38.2
1762,2019-01-25,10.2,4551,77.93,54.68,20.78,153.39,59.58,93.81
1763,2021-11-28,4.5,4805,151.65,38.78,9.92,200.35,18.38,181.97
1764,2019-05-11,11.8,1776,79.36,31.5,14.57,125.43,72.14,53.29
1765,2023-03-02,5.8,6039,110.04,31.55,37.23,178.82,328.5,-149.68
1766,2022-06-06,6.8,2979,134.28,605.39,14.67,754.34,26.37,727.97
1767,2019-04-18,7.1,46389,93.89,119.29,24.47,237.65,10.0,227.65
1768,2019-06-21,3.4,5886,164.81,71.88,17.75,254.44,443.8,-189.36
1769,2022-12-29,5.5,5337,124.43,47.08,14.05,185.55,77.51,108.04
1770,2023-02-10,8.7,2887,71.47,52.62,40.46,164.55,150.21,14.34
1771,2019-04-12,12.3,1539,199.15,32.54,42.05,273.74,76.08,197.66
1772,2021-05-15,9.2,54083,107.13,177.59,12.36,297.08,511.6,-214.52
1773,2020-06-07,10.9,10712,140.32,274.17,225.55,640.05,83.41,556.64
1774,2019-10-02,4.6,21589,70.6,46.07,17.03,133.7,225.26,-91.56
1775,2023-06-25,8.9,3995,378.01,38.71,72.11,488.83,110.42,378.41
1776,2021-12-03,8.4,18029,133.86,108.36,17.39,259.61,71.69,187.92
1777,2021-03-27,7.2,413,69.49,58.29,10.14,137.92,16.15,121.77
1778,2021-08-14,7.5,6113,207.03,65.94,12.87,285.84,70.89,214.96
1779,2021-11-06,3.1,50615,83.73,54.48,10.74,148.96,28.22,120.74
1780,2019-11-26,9.2,7302,52.51,131.27,9.16,192.94,593.44,-400.5
1781,2023-05-12,8.2,6219,166.62,45.04,11.95,223.61,26.46,197.15
1782,2023-03-01,7.8,1638,79.02,103.87,21.95,204.84,135.47,69.37
1783,2019-01-12,10.8,27644,88.47,113.62,17.08,219.17,79.14,140.03
