Video_ID,Upload_Date,Net_Profit
1031,2019-03-22,5.4
1032,2019-05-13,-3.52
1033,2021-03-07,-2.71
1034,2021-06-18,13.38
1035,2019-05-18,-31.61
1036,2019-07-03,-7.78
1037,2022-11-25,5.42
1038,2022-09-15,22.13
1039,2021-02-23,-54.53
1040,2023-03-12,20.94
1041,2021-09-10,-14.15
1042,2019-03-10,-5.27
1043,2020-06-29,-1.0
1044,2023-12-03,-23.56
1045,2019-02-22,-24.7
1046,2023-01-13,2.88
1047,2019-07-24,36.78
1048,2019-05-06,122.91
1049,2023-11-06,-17.96
1050,2019-02-12,-25.17
1051,2023-11-11,-6.32
1052,2019-04-21,-20.14
1053,2021-01-30,-19.69
1054,2023-08-14,3.92
1055,2022-04-21,-27.18
1056,2021-04-27,32.52
1057,2019-04-05,-22.21
1058,2022-10-29,23.72
1059,2023-03-24,37.77
1060,2021-06-18,23.3
1061,2019-12-26,22.68
1062,2021-06-18,15.31
1063,2023-09-16,4.4
1064,2019-10-08,22.58
1065,2022-05-03,-2.45
1066,2022-05-03,17.35
1067,2020-10-28,17.92
1068,2019-04-03,4.6
1069,2020-11-02,-6.79
1070,2019-03-02,9.66
1071,2020-09-25,-7.52
1072,2021-12-10,0.61
1073,2022-11-27,14.29
1074,2023-12-18,4.42
1075,2021-10-25,15.12
1076,2023-01-29,1.25
1077,2020-08-26,12.89
1078,2020-11-12,26.25
1079,2020-06-17,-1.29
1080,2022-11-29,-9.85
1081,2021-04-17,9.13
1082,2023-03-17,-57.15
1083,2020-10-06,14.48
1084,2019-08-21,-14.9
1085,2020-06-07,31.7
1086,2019-12-12,17.69
1087,2021-12-05,16.61
1088,2020-06-29,18.91
1089,2022-01-06,-16.46
1090,2023-10-20,-5.58
1091,2022-01-01,-37.69
1092,2021-03-04,29.96
1093,2019-09-06,-24.67
1094,2019-02-16,-3.2
1095,2022-02-18,24.6
1096,2019-08-02,30.36
1097,2019-08-27,-0.5
1098,2021-12-15,-35.11
1099,2019-12-16,3.03
1100,2019-04-17,5.32
1101,2021-04-10,9.05
1102,2019-02-17,-6.2
1103,2023-05-16,0.81
1104,2019-12-03,-18.54
1105,2021-11-15,-0.38
1106,2021-03-14,13.99
1107,2022-07-04,4.86
1108,2019-01-08,2.12
1109,2020-09-16,23.25
1110,2022-06-30,3.5
1111,2023-09-12,0.43
1112,2020-12-19,-4.25
1113,2019-10-30,12.1
1114,2020-09-30,-21.3
1115,2019-02-25,-1.02
1116,2020-12-26,-14.54
1117,2020-06-09,-1.33
1118,2020-04-18,16.47
1119,2019-01-28,12.82
1120,2019-03-19,7.18
1121,2022-05-24,19.67
1122,2022-11-10,19.11
1123,2019-12-31,19.92
1124,2020-10-27,18.9
1125,2020-06-09,-34.51
1126,2020-11-29,-35.22
1127,2022-08-28,-14.19
1128,2021-06-01,-7.32
1129,2021-10-27,19.57
1130,2021-10-23,149.11
1131,2023-07-05,-9.36
1132,2021-07-07,1.45
1133,2021-01-19,9.25
1134,2019-12-29,16.19
1135,2023-11-10,-6.95
1136,2023-03-12,-20.19
1137,2022-07-21,-18.34
1138,2023-03-10,2.26
1139,2021-03-16,-20.89
1140,2021-01-08,57.78
1141,2021-11-04,-18.68
1142,2022-04-30,-43.25
1143,2023-07-13,5.04
1144,2020-04-29,-3.99
1145,2019-01-28,9.12
1146,2020-12-14,-4.42
1147,2021-11-28,5.77
1148,2022-07-20,20.64
1149,2022-06-08,-11.94
1150,2019-03-27,11.37
1151,2023-02-06,31.27
1152,2019-05-06,15.49
1153,2021-03-22,-16.04
1154,2020-06-20,7.96
1155,2019-05-25,-27.31
1156,2023-03-29,-24.07
1157,2022-05-20,29.73
1158,2019-01-25,8.14
1159,2023-05-23,31.28
1160,2022-11-18,8.84
1161,2019-03-08,-4.49
1162,2019-08-21,1.86
1163,2019-04-19,4.31
1164,2022-03-15,45.44
1165,2019-04-21,13.89
1166,2019-08-16,-13.09
1167,2019-04-21,-3.99
1168,2023-02-02,8.95
1169,2019-02-03,-22.28
1170,2020-09-14,-1.86
1171,2023-12-05,-3.56
1172,2022-10-24,10.41
1173,2021-01-17,-2.34
1174,2020-08-17,73.44
1175,2023-04-27,-1.12
1176,2020-02-29,89.61
1177,2020-09-04,27.6
1178,2023-03-22,18.58
1179,2020-11-22,-33.47
1180,2022-07-29,-31.83
1181,2022-09-05,-21.12
1182,2023-10-28,43.99
1183,2023-01-06,14.94
1184,2019-11-11,52.17
1185,2021-05-26,26.4
1186,2023-10-31,2.68
1187,2022-11-01,-10.64
1188,2022-08-05,10.63
1189,2022-12-31,13.92
1190,2020-10-23,24.34
1191,2019-10-04,54.85
1192,2023-09-30,42.77
1193,2023-05-25,-1.51
1194,2023-03-07,24.39
1195,2020-09-15,3.71
1196,2020-05-30,-7.18
1197,2022-10-05,-43.08
1198,2021-04-22,-24.77
1199,2023-01-09,23.62
1200,2019-12-16,14.33
1201,2023-06-19,5.58
1202,2023-08-15,35.45
1203,2021-04-02,-19.86
1204,2022-03-06,-8.06
1205,2021-01-28,-6.62
1206,2021-06-17,-27.45
1207,2019-08-31,-17.72
1208,2020-06-26,-21.18
1209,2021-11-29,-32.37
1210,2019-08-17,-14.8
1211,2020-07-01,-1.34
1212,2021-07-08,37.54
1213,2022-05-31,-22.09
1214,2019-01-06,22.64
1215,2022-09-07,15.29
1216,2020-04-12,7.57
1217,2023-10-22,2.38
1218,2019-03-16,-36.27
1219,2019-01-04,-18.9
1220,2020-10-07,10.64
1221,2019-04-28,0.04
1222,2021-05-30,-35.12
1223,2023-06-18,-3.33
1224,2020-05-18,13.25
1225,2021-08-04,-24.74
1226,2020-07-27,-9.83
1227,2023-01-04,30.29
1228,2019-07-13,11.49
1229,2021-04-26,29.42
1230,2020-12-15,-8.19
1231,2022-11-16,20.93
1232,2021-11-15,-20.37
1233,2022-12-29,16.41
1234,2019-06-22,-14.36
1235,2022-08-16,16.05
1236,2023-07-27,12.14
1237,2019-11-22,14.31
1238,2022-12-04,-20.12
1239,2022-02-15,7.83
1240,2021-04-15,5.0
1241,2023-12-16,24.08
1242,2020-12-24,-13.37
1243,2019-08-13,-27.14
1244,2020-06-15,-31.4
1245,2019-04-23,-4.8
1246,2019-05-20,-11.27
1247,2020-07-12,-4.53
1248,2019-01-01,-9.04
1249,2019-03-31,28.43
1250,2020-10-15,31.51
1251,2019-11-16,13.46
1252,2023-04-23,5.84
1253,2019-05-19,-18.5
1254,2023-03-15,4.48
1255,2021-04-24,331.69
1256,2019-09-16,19.94
1257,2023-08-24,24.37
1258,2021-06-20,8.59
1259,2020-11-20,-9.33
1260,2019-01-10,32.9
1261,2019-09-18,10.29
1262,2023-08-01,21.84
1263,2019-06-21,1.63
1264,2021-06-16,-20.63
1265,2019-01-13,8.26
1266,2022-04-06,33.51
1267,2023-07-24,14.33
1268,2023-06-08,7.89
1269,2019-11-17,-13.71
1270,2022-09-04,30.29
1271,2023-06-25,24.3
1272,2019-11-25,-43.86
1273,2021-02-23,19.96
1274,2021-02-15,-4.82
1275,2021-06-29,19.64
1276,2023-04-23,-20.58
1277,2022-12-13,0.31
1278,2023-06-18,-21.56
1279,2022-01-23,-21.88
1280,2023-05-24,10.4
1281,2019-11-14,-12.53
1282,2019-08-24,8.8
1283,2019-11-30,-5.97
1284,2020-01-11,47.46
1285,2023-01-22,-12.88
1286,2022-03-06,-5.54
1287,2020-08-10,-15.42
1288,2023-04-20,16.67
1289,2020-05-27,0.03
1290,2022-08-12,-4.15
1291,2022-09-05,17.32
1292,2021-07-06,-24.31
1293,2023-05-15,-28.44
1294,2022-10-04,4.16
1295,2023-12-08,3.73
1296,2021-05-22,-14.73
1297,2022-06-06,6.51
1298,2019-09-27,41.19
1299,2021-03-08,10.14
1300,2022-08-07,-39.14
1301,2020-12-25,29.08
1302,2022-04-03,39.63
1303,2019-01-05,9.52
1304,2021-04-30,3.4
1305,2022-11-03,-31.71
1306,2019-03-19,-18.67
1307,2022-12-04,-3.99
1308,2020-07-27,-15.32
1309,2019-05-12,-8.96
1310,2020-08-23,2.17
1311,2023-11-08,-13.6
1312,2021-12-01,30.65
1313,2019-03-30,1.69
1314,2020-02-06,10.97
1315,2019-10-23,9.35
1316,2022-08-11,7.59
1317,2020-09-07,-0.86
1318,2023-03-30,23.06
1319,2021-03-10,23.31
1320,2023-09-11,-41.75
1321,2023-07-19,-29.54
1322,2020-02-26,-12.57
1323,2021-11-12,-22.28
1324,2020-07-28,-14.9
1325,2019-05-23,-10.81
1326,2021-09-19,-5.38
1327,2020-10-26,-31.13
1328,2019-05-25,-5.76
1329,2022-06-02,21.53
1330,2021-10-03,-5.52
1331,2020-05-17,12.74
1332,2021-03-31,-1.99
1333,2023-06-28,6.59
1334,2019-04-14,-1.56
1335,2021-11-28,13.21
1336,2019-07-17,-11.32
1337,2023-07-28,-36.27
1338,2020-08-01,-15.37
1339,2020-01-26,9.49
1340,2022-04-17,-22.85
1341,2020-07-07,12.52
1342,2023-01-11,-19.17
1343,2023-03-04,-25.5
1344,2021-11-04,36.01
1345,2023-07-05,9.55
1346,2023-08-20,-21.8
1347,2022-08-05,3.55
1348,2020-04-22,-34.28
1349,2022-06-08,-32.91
1350,2021-07-11,21.27
1351,2020-02-24,-21.53
1352,2019-06-06,16.26
1353,2020-07-03,20.62
1354,2023-01-04,-27.08
1355,2022-01-25,42.0
1356,2021-10-17,1.14
1357,2021-09-23,0.64
1358,2022-12-05,-20.74
1359,2021-08-08,-12.56
1360,2019-10-16,-41.54
1361,2022-07-01,-14.32
1362,2019-07-15,22.38
1363,2020-08-20,-18.89
1364,2023-03-26,-19.65
1365,2020-05-31,-28.49
1366,2023-07-17,-26.67
1367,2021-05-14,18.33
1368,2022-02-15,-24.65
1369,2021-03-16,2.77
1370,2022-03-28,-8.43
1371,2021-03-25,21.33
1372,2019-08-16,-13.12
1373,2019-08-04,1.67
1374,2021-08-05,-22.45
1375,2023-09-16,-15.08
1376,2019-01-15,-15.82
1377,2022-03-26,-2.34
1378,2023-07-30,32.29
1379,2022-07-08,-3.21
1380,2022-03-26,24.64
1381,2019-02-16,19.69
1382,2019-11-20,3.74
1383,2021-04-23,16.68
1384,2023-09-05,6.6
1385,2019-05-10,-28.8
1386,2022-12-05,1.25
1387,2019-04-05,3.37
1388,2020-09-18,33.94
1389,2021-01-24,-17.98
1390,2022-08-08,8.65
1391,2021-03-04,-25.78
1392,2022-07-30,29.76
1393,2019-03-10,25.75
1394,2023-08-11,-23.19
1395,2019-01-11,33.47
1396,2022-07-01,8.18
1397,2021-05-21,15.04
1398,2020-07-03,32.65
1399,2022-03-03,22.65
1400,2020-12-12,-7.01
1401,2019-01-23,29.51
1402,2021-03-25,-17.49
1403,2019-12-12,-16.02
1404,2019-10-29,-9.56
1405,2019-12-29,4.58
1406,2020-01-31,-18.18
1407,2019-08-06,-28.2
1408,2019-05-21,-19.54
1409,2023-06-28,-6.37
1410,2021-08-15,0.83
1411,2022-05-18,-14.83
1412,2021-09-11,-24.48
1413,2021-09-19,7.94
1414,2023-07-05,34.1
1415,2023-06-28,-6.65
1416,2021-04-07,17.25
1417,2020-11-13,-4.12
1418,2023-01-23,13.71
1419,2021-09-30,18.42
1420,2019-12-22,-5.89
1421,2021-10-04,-21.97
1422,2022-09-09,-27.34
1423,2022-03-02,23.66
1424,2021-06-06,13.47
1425,2019-05-07,15.6
1426,2022-02-03,17.72
1427,2021-10-05,22.9
1428,2020-08-26,3.67
1429,2023-12-28,-30.35
1430,2022-11-02,4.2
1431,2021-10-10,34.12
1432,2019-02-20,10.12
1433,2021-11-18,-22.17
1434,2023-01-25,13.27
1435,2022-08-12,43.31
1436,2022-08-13,-10.25
1437,2023-10-16,-5.24
1438,2021-02-17,10.02
1439,2022-12-01,5.72
1440,2023-11-28,12.04
1441,2021-03-24,-6.95
1442,2023-06-25,12.43
1443,2022-11-29,21.5
1444,2022-10-01,-6.16
1445,2023-07-04,18.04
1446,2020-02-24,-9.33
1447,2022-04-20,-27.54
1448,2021-09-09,-27.19
1449,2021-04-04,9.66
1450,2021-10-21,-35.55
1451,2020-07-20,0.57
1452,2020-01-06,-17.81
1453,2021-07-24,-44.49
1454,2020-10-22,14.86
1455,2022-12-25,-27.49
1456,2021-08-26,46.22
1457,2022-08-25,33.3
1458,2022-03-06,-1.86
1459,2019-07-21,-39.48
1460,2022-12-30,4.19
1461,2019-11-09,38.98
1462,2019-04-27,23.97
1463,2023-08-17,22.74
1464,2021-07-25,30.63
1465,2020-07-28,-25.14
1466,2019-09-01,22.56
1467,2020-06-20,39.4
1468,2023-06-14,-9.43
1469,2019-03-16,-6.15
1470,2020-01-21,29.95
1471,2022-05-18,28.52
1472,2020-04-19,-17.65
1473,2020-02-22,-26.02
1474,2019-12-13,-0.07
1475,2023-04-02,-25.15
1476,2020-10-01,-18.11
1477,2021-07-27,-13.87
1478,2021-08-12,21.71
1479,2021-05-25,25.15
1480,2021-02-01,19.9
1481,2022-04-17,-15.77
1482,2022-04-20,-0.86
1483,2020-10-25,-7.89
1484,2019-01-25,5.95
1485,2022-04-18,25.4
1486,2020-12-10,-10.07
1487,2023-03-05,-20.48
1488,2022-03-30,31.46
1489,2019-06-26,19.22
1490,2019-10-12,3.84
1491,2019-03-04,-19.88
1492,2021-09-29,16.08
1493,2020-10-23,-2.96
1494,2020-10-27,-44.55
1495,2019-06-05,-15.04
1496,2023-02-01,9.12
1497,2021-12-08,-3.34
1498,2021-08-24,10.62
1499,2021-04-28,8.66
1500,2022-01-12,-20.42
1501,2022-10-16,16.75
1502,2020-11-19,15.9
1503,2019-05-28,-0.89
1504,2023-07-12,0.8
1505,2019-12-08,5.06
1506,2020-04-20,29.66
1507,2021-12-22,7.94
1508,2023-09-21,2.72
1509,2022-10-15,9.23
1510,2020-07-14,11.1
1511,2019-11-23,-1.48
1512,2023-11-28,-26.0
1513,2023-10-26,3.78
1514,2022-03-10,11.97
1515,2021-09-16,-19.69
1516,2019-08-03,-10.42
1517,2020-03-10,-3.98
1518,2021-08-09,19.46
1519,2020-12-23,-32.97
1520,2022-09-03,-6.33
1521,2019-02-01,-5.27
1522,2020-10-31,21.15
1523,2019-10-12,42.91
1524,2022-08-21,17.79
1525,2020-03-04,-11.39
1526,2023-02-09,-35.73
1527,2019-10-13,40.1
1528,2022-03-13,-17.86
1529,2022-12-18,-12.48
1530,2021-11-08,-3.66
1531,2019-01-18,-1.56
1532,2021-02-07,-21.74
1533,2020-08-12,35.49
1534,2022-10-26,-19.41
1535,2022-04-13,2.76
1536,2021-10-06,-7.85
1537,2019-07-13,17.97
1538,2020-05-16,-4.23
1539,2021-09-14,-5.3
1540,2022-02-10,23.58
1541,2019-04-24,-6.96
1542,2022-05-30,23.36
1543,2023-08-29,-24.87
1544,2021-08-04,-5.81
1545,2021-04-10,-17.18
1546,2023-07-26,4.47
1547,2022-07-11,-28.84
1548,2021-07-13,9.86
1549,2019-02-24,8.79
1550,2023-07-25,27.4
1551,2021-03-10,17.81
1552,2021-02-16,17.07
1553,2023-01-21,15.43
1554,2019-06-11,-3.78
1555,2022-11-04,31.24
1556,2019-03-28,10.27
1557,2019-02-24,50.87
1558,2023-02-08,39.32
1559,2023-12-29,6.35
1560,2022-04-16,8.71
1561,2022-11-15,29.13
1562,2022-10-04,31.99
1563,2021-10-28,8.28
1564,2021-04-12,28.53
1565,2019-11-09,8.8
1566,2021-01-28,22.39
1567,2020-03-18,-9.48
1568,2023-11-26,-13.28
1569,2019-11-24,7.17
1570,2021-12-13,21.03
1571,2021-01-30,-24.27
1572,2022-06-16,-8.1
1573,2022-06-06,-23.71
1574,2020-08-01,22.6
1575,2021-12-10,42.22
1576,2023-06-21,-33.74
1577,2023-06-16,13.26
1578,2021-10-03,-13.48
1579,2022-07-11,3.75
1580,2022-12-12,-8.08
1581,2019-04-06,13.37
1582,2022-01-16,-4.85
1583,2022-01-06,36.76
1584,2022-08-04,-9.53
1585,2022-02-17,18.4
1586,2021-03-24,39.74
1587,2020-05-05,21.86
1588,2020-03-27,-16.91
1589,2023-03-04,-20.26
1590,2019-06-14,9.19
1591,2019-07-01,2.71
1592,2020-04-13,9.63
1593,2021-06-28,18.13
1594,2021-01-04,3.34
1595,2021-04-02,-10.55
1596,2021-08-01,19.38
1597,2019-01-07,36.19
1598,2019-11-26,1.44
1599,2021-02-13,42.1
1600,2023-08-24,19.08
1601,2019-05-31,16.35
1602,2022-01-13,-12.1
1603,2019-05-27,-1.43
1604,2023-07-06,5.43
1605,2022-11-05,-1.26
1606,2021-07-03,26.75
1607,2023-04-21,4.57
1608,2022-08-01,-98.65
1609,2020-11-30,8.23
1610,2019-03-23,-17.06
1611,2020-05-28,14.54
1612,2021-03-25,-9.05
1613,2020-12-09,38.43
1614,2023-03-27,-23.14
1615,2021-01-15,-10.05
1616,2021-10-19,4.92
1617,2022-11-10,-11.18
1618,2020-12-07,-43.57
1619,2020-04-15,40.95
1620,2022-02-16,18.19
1621,2020-01-31,-22.55
1622,2023-04-05,-21.68
1623,2019-09-18,-16.11
1624,2021-03-15,-0.65
1625,2021-07-22,31.47
1626,2022-07-03,-4.15
1627,2023-10-24,-6.44
1628,2021-06-23,22.53
1629,2022-06-03,62.33
1630,2021-12-12,1.1
1631,2021-07-28,15.14
1632,2023-03-04,827.17
1633,2023-03-10,11.89
1634,2021-05-03,27.52
1635,2022-10-19,-22.65
1636,2022-07-27,-5.77
1637,2020-08-15,-36.89
1638,2020-12-14,-16.66
1639,2022-03-27,-10.75
1640,2020-09-23,32.53
1641,2019-02-28,-11.07
1642,2023-10-17,7.8
1643,2019-05-08,28.59
1644,2021-01-05,-42.83
1645,2020-12-21,4.92
1646,2022-02-12,-19.51
1647,2022-05-17,-20.36
1648,2020-06-09,-14.56
1649,2020-06-04,-6.14
1650,2020-07-05,-18.07
1651,2019-08-25,-6.71
1652,2022-07-28,57.08
1653,2022-10-14,12.46
1654,2022-05-09,57.48
1655,2023-11-17,7.68
1656,2022-07-25,14.37
1657,2022-06-12,25.42
1658,2020-05-08,-22.13
1659,2019-01-04,25.81
1660,2020-10-27,28.99
1661,2020-03-17,10.61
1662,2019-01-29,27.57
1663,2022-02-06,-34.11
1664,2020-09-01,-5.67
1665,2023-10-17,-1.24
1666,2021-03-15,-21.64
1667,2019-03-16,7.6
1668,2021-04-17,35.41
1669,2022-03-15,-19.62
1670,2019-05-08,25.93
1671,2019-02-11,12.9
1672,2022-10-11,-28.19
1673,2019-02-10,-10.21
1674,2021-07-22,5.39
1675,2019-02-03,33.76
1676,2021-11-06,12.27
1677,2023-08-28,-2.02
1678,2022-03-22,8.88
1679,2021-09-24,-55.14
1680,2022-11-02,18.27
1681,2020-08-10,-13.75
1682,2023-06-11,-20.67
1683,2023-07-11,-5.87
1684,2019-12-08,-23.72
1685,2019-01-27,7.21
1686,2022-08-03,22.89
1687,2020-10-07,-38.08
1688,2020-12-31,-0.42
1689,2019-06-17,-3.27
1690,2020-09-01,-37.74
1691,2019-09-25,-3.49
1692,2023-11-08,42.09
1693,2021-03-31,28.22
1694,2020-03-30,20.86
1695,2021-06-24,-13.61
1696,2023-09-05,39.41
1697,2022-11-25,-25.83
1698,2021-07-10,15.21
1699,2021-09-07,26.24
1700,2023-02-08,42.1
1701,2020-12-02,27.9
1702,2020-09-25,-15.49
1703,2023-05-01,19.83
1704,2023-05-19,-1.74
1705,2019-05-10,23.56
1706,2021-10-16,4.77
1707,2022-10-18,28.69
1708,2023-09-25,0.4
1709,2021-03-29,19.54
1710,2020-11-23,-11.38
1711,2022-08-08,25.77
1712,2022-10-26,-0.71
1713,2021-03-04,12.52
1714,2019-01-29,8.51
1715,2019-05-29,-4.04
1716,2023-12-08,-43.4
1717,2022-08-12,-8.47
1718,2019-01-11,24.1
1719,2023-03-16,-14.4
1720,2020-11-06,-26.56
1721,2022-02-10,-20.04
1722,2019-07-06,25.82
1723,2021-03-17,9.21
1724,2021-01-13,24.01
1725,2022-06-04,14.28
1726,2022-08-26,-15.93
1727,2019-04-08,38.0
1728,2019-02-24,-7.75
1729,2020-09-14,-12.11
1730,2020-10-25,5.77
1731,2021-01-27,9.64
1732,2020-02-10,11.58
1733,2019-03-10,-5.01
1734,2022-08-28,29.73
1735,2022-08-05,0.03
1736,2023-11-21,-22.75
1737,2023-04-21,-37.72
1738,2021-01-20,-4.49
1739,2022-03-17,18.15
1740,2023-01-30,13.86
1741,2023-10-29,8.32
1742,2022-06-21,-8.4
1743,2023-02-23,29.69
1744,2021-08-15,5.36
1745,2023-03-11,5.98
1746,2019-12-31,-21.73
1747,2020-04-26,-37.11
1748,2019-07-20,17.79
1749,2019-06-03,49.42
1750,2023-01-13,8.18
1751,2023-03-05,19.55
1752,2019-03-14,14.0
1753,2020-12-13,5.71
1754,2019-10-23,-29.04
1755,2021-11-06,11.07
1756,2023-07-23,29.78
1757,2022-05-25,11.46
1758,2019-03-02,-0.17
1759,2021-07-27,11.03
1760,2023-06-28,-9.62
1761,2019-02-11,27.25
1762,2019-01-25,6.68
1763,2021-11-28,18.52
1764,2019-05-11,23.96
1765,2023-03-02,17.7
1766,2022-06-06,5.11
1767,2019-04-18,-27.15
1768,2019-06-21,8.28
1769,2022-12-29,19.0
1770,2023-02-10,-29.51
1771,2019-04-12,7.11
1772,2021-05-15,3.48
1773,2020-06-07,-41.16
1774,2019-10-02,8.25
1775,2023-06-25,22.45
1776,2021-12-03,4.45
1777,2021-03-27,-38.99
1778,2021-08-14,12.64
1779,2021-11-06,23.26
1780,2019-11-26,-15.14
1781,2023-05-12,-0.2
1782,2023-03-01,-6.06
1783,2019-01-12,4.63
1784,2022-09-03,-6.9
1785,2023-06-04,27.06
1786,2019-08-04,15.97
1787,2019-12-05,-10.69
1788,2023-12-05,27.92
1789,2020-10-22,-30.43
1790,2022-01-09,-22.77
1791,2023-10-17,8.59
1792,2023-02-17,5.77
1793,2020-01-09,4.49
1794,2021-09-02,10.07
1795,2020-12-10,-8.33
1796,2022-05-08,22.59
1797,2023-04-10,17.35
1798,2020-04-10,0.09
1799,2022-01-17,20.48
1800,2022-07-15,10.21
1801,2023-08-06,-2.38
1802,2023-05-14,-5.23
1803,2020-05-03,-23.41
1804,2023-04-11,-13.39
1805,2019-02-16,-2.27
1806,2022-08-04,2.77
1807,2021-02-16,-16.07
1808,2021-11-05,-17.25
1809,2020-12-11,-8.87
1810,2020-02-05,-11.57
1811,2023-12-23,11.62
1812,2021-09-07,5.48
1813,2022-01-14,-0.34
1814,2019-09-07,11.97
1815,2020-01-26,-20.48
1816,2023-12-11,-22.42
1817,2019-12-01,7.2
1818,2020-09-20,-17.13
1819,2023-03-23,16.12
1820,2019-05-17,-15.44
1821,2021-06-01,-12.36
1822,2020-11-18,55.63
1823,2023-03-02,-20.18
1824,2021-04-06,20.82
1825,2020-12-27,-1.3
1826,2023-02-09,-20.49
1827,2020-08-16,-21.22
1828,2022-05-31,-3.18
1829,2021-09-16,15.28
1830,2020-01-07,5.12
1831,2021-07-23,16.96
1832,2021-09-21,21.18
1833,2020-02-06,4.34
1834,2023-01-06,13.83
1835,2023-02-22,-7.84
1836,2020-09-06,15.02
1837,2022-07-20,-10.91
1838,2023-03-30,20.4
1839,2022-03-28,-8.18
1840,2022-03-21,-11.16
1841,2021-09-21,1.46
1842,2020-09-11,16.04
1843,2019-07-07,3.35
1844,2022-01-26,-20.46
1845,2019-05-11,79.79
1846,2021-03-15,14.42
1847,2022-04-09,-16.92
1848,2021-07-24,26.85
1849,2021-09-12,2.88
1850,2019-07-02,10.2
1851,2021-09-09,14.9
1852,2019-12-30,6.84
1853,2019-02-08,-8.52
1854,2023-03-31,-2.14
1855,2020-05-11,1.61
1856,2023-03-20,4.78
1857,2022-10-04,-5.51
1858,2021-09-08,6.79
1859,2021-07-09,-9.19
1860,2022-11-21,-35.58
1861,2020-12-22,10.77
1862,2022-03-30,25.14
1863,2019-01-16,10.34
1864,2020-05-07,-1.34
1865,2022-12-20,13.57
1866,2022-02-05,-15.08
1867,2021-06-12,21.26
1868,2023-01-13,18.35
1869,2019-11-07,-3.79
1870,2021-01-08,1.16
1871,2022-04-08,-20.03
1872,2020-06-29,9.42
1873,2020-02-18,-2.69
1874,2019-09-08,-51.11
1875,2021-01-28,1.46
1876,2023-12-10,-3.13
1877,2022-03-10,-19.61
1878,2022-07-21,-6.9
1879,2022-12-10,-8.07
1880,2023-06-20,-13.48
1881,2023-10-29,32.13
1882,2021-11-28,6.25
1883,2021-03-24,-19.91
1884,2019-01-29,0.99
1885,2021-08-15,-14.25
1886,2020-04-21,-24.99
1887,2019-11-14,-24.3
1888,2019-09-02,15.16
1889,2021-01-17,-8.61
1890,2020-11-27,-17.72
1891,2019-09-29,-2.67
1892,2023-01-03,50.21
1893,2023-11-07,34.06
1894,2022-06-16,17.24
1895,2020-01-12,-18.85
1896,2019-09-23,11.29
1897,2021-07-14,0.24
1898,2021-07-09,-14.42
1899,2022-10-14,-3.18
1900,2019-12-06,-12.54
1901,2020-01-24,2.21
1902,2020-07-30,-1.2
1903,2023-09-09,-13.23
1904,2019-01-03,-63.37
1905,2022-12-23,19.98
1906,2022-03-11,-24.14
1907,2020-01-11,-3.26
1908,2023-08-21,6.78
1909,2019-11-20,-10.03
1910,2019-05-26,25.31
1911,2019-10-20,23.06
1912,2023-08-16,23.26
1913,2020-03-07,12.73
1914,2020-12-05,16.23
1915,2021-08-06,-11.55
1916,2020-08-07,-13.0
1917,2020-02-03,-10.43
1918,2021-03-27,-31.82
1919,2022-09-29,-5.01
1920,2021-08-21,-1.6
1921,2022-03-09,-3.83
1922,2019-07-06,49.99
1923,2019-03-02,-13.61
1924,2021-07-27,-8.85
1925,2022-11-04,42.46
1926,2020-12-10,-13.7
1927,2021-03-17,-24.32
1928,2023-01-03,-5.14
1929,2022-09-04,-13.94
1930,2022-08-18,19.7
1931,2022-09-29,2.19
1932,2019-01-11,-22.37
1933,2021-12-21,9.12
1934,2019-08-14,-5.32
1935,2022-03-22,-24.72
1936,2023-10-01,9.45
1937,2020-07-17,10.51
1938,2021-02-10,-24.25
1939,2023-05-14,-21.49
1940,2023-05-27,-7.33
1941,2023-08-11,-13.68
1942,2023-05-18,2.56
1943,2022-08-26,-12.59
1944,2021-06-03,-4.59
1945,2022-06-20,-18.97
1946,2023-02-25,14.69
1947,2022-10-21,-17.41
1948,2022-09-15,-20.19
1949,2022-02-04,1.39
1950,2019-08-14,20.15
1951,2021-04-04,8.65
1952,2019-08-06,-10.82
1953,2021-07-25,-7.59
1954,2021-01-22,-27.33
1955,2020-05-20,38.17
1956,2019-09-16,29.33
1957,2023-12-03,5.89
1958,2023-03-21,-2.12
1959,2023-12-02,-22.73
1960,2019-02-23,-8.75
1961,2021-12-06,16.99
1962,2020-12-27,14.03
1963,2020-11-19,-6.67
1964,2023-03-25,15.61
1965,2022-01-27,22.54
1966,2021-11-09,0.37
1967,2023-11-12,20.43
1968,2023-05-16,32.11
1969,2023-02-22,37.32
1970,2020-02-23,-12.55
1971,2020-11-20,7.18
1972,2021-04-29,14.62
1973,2019-03-03,1.17
1974,2022-03-14,28.95
1975,2019-08-04,-0.38
1976,2019-01-03,-5.04
1977,2019-06-09,15.89
1978,2023-10-29,-34.83
1979,2021-02-19,-8.01
1980,2022-02-17,-56.85
1981,2021-06-11,21.61
1982,2022-01-17,17.87
1983,2019-11-25,8.79
1984,2020-08-02,20.61
1985,2022-10-12,-4.6
1986,2023-06-22,2.85
1987,2022-07-14,-6.55
1988,2023-06-29,-27.65
1989,2021-08-09,-51.68
1990,2022-09-08,22.44
1991,2020-09-26,-38.03
1992,2021-09-14,-3.12
1993,2023-04-14,-21.21
1994,2023-07-31,-2.12
1995,2022-05-03,-10.33
1996,2021-07-09,-8.88
